Date,fii_purchase,fii_sales,fii_net,DII Purchase,DII Sales,DII Net
2007-08-10,2748.56,3490.86,-742.3,989.81,1005.45,-15.64
2007-08-09,2483.86,2456.63,27.23,1071.72,999.58,72.14
2007-08-08,3005.15,2918.19,86.96,1020.25,803.82,216.43
2007-08-07,2195.64,2521.32,-325.68,725.62,609.58,116.04
2007-08-06,1638.28,3033.28,-1395,980.15,479.46,500.69
2007-08-03,2210.6,2353.3,-142.7,805.31,746.22,59.09
2007-08-02,1843.19,2381.16,-537.97,1055.76,773.19,282.57
2007-08-01,3620.82,4876.36,-1255.54,1898.6,963.16,935.44
2007-06-29,2654.42,2095.83,558.59,1119.86,958.2,161.66
2007-06-28,2768.23,3166.34,-398.11,1145.29,1071.78,73.51
2007-06-27,2059.39,2626.72,-567.33,748.75,504.65,244.1
2007-06-26,1812.99,2054.45,-241.46,885.6,686.11,199.49
2007-06-25,2672.02,2652.18,19.84,737.57,558.34,179.23
2007-06-22,2235.18,2263.41,-28.23,1314.72,802.42,512.3
2007-06-21,2328.05,2183.56,144.49,1005.19,857.48,147.71
2007-06-20,2543.91,2301.62,242.29,894.26,790.13,104.13
2007-06-19,2061.81,1890.1,171.71,769.13,802.11,-32.98
2007-06-18,1571.05,1659.41,-88.36,778.67,408.67,370
2007-06-15,1947.69,1992.47,-44.78,865.58,501.72,363.86
2007-06-14,2610.38,2576.25,34.13,527.4,494.83,32.57
2007-06-13,1706.7,2000.86,-294.16,863.21,531.73,331.48
2007-06-12,2017.16,1681.86,335.3,702.49,783.35,-80.86
2007-06-11,2132.55,2158.67,-26.12,820.99,583.87,237.12
2007-06-08,2591.34,3566.12,-974.78,1334.84,595.84,739
2007-06-07,1412.65,1699.82,-287.17,1037.22,753.41,283.81
2007-06-06,2226.8,2457.77,-230.97,1126.64,771.2,355.44
2007-06-05,1965.84,2114.14,-148.3,786.84,739.05,47.79
2007-06-04,1873.72,1784.93,88.79,788.4,817.34,-28.94
2007-06-01,2481.99,2108.61,373.38,1122.01,802.17,319.84
2007-05-31,3287.23,3118.37,168.86,1340.53,1308.34,32.19
2007-05-30,2350.87,2949.38,-598.51,1349.85,787.98,561.87
2007-05-29,2172.71,1474.75,697.96,848.24,972.38,-124.14
2007-05-28,1795.7,1615.05,180.65,1077.57,1002.83,46.94
2007-05-25,2498.54,2702.79,-204.25,836.96,665.47,171.49
2007-05-24,1877.4,2037.71,-160.31,889.29,1025.59,-136.3
2007-05-23,2496.02,2399.44,96.58,1034.78,946.84,87.94
2007-05-22,3095.1,2754.54,340.56,1196.79,1324.61,-127.82
2007-05-21,2371.95,2189.29,182.66,1330.32,1072.39,257.93
2007-05-18,2238.8,2182.16,56.64,798.98,740.93,58.05
2007-05-17,3503.38,2985.63,517.75,1626.5,991.84,634.66
2007-05-16,2388.27,2633.42,-245.15,1360.92,957.43,403.49
2007-05-15,1931.89,2215.52,-283.63,800.19,860.09,-59.9
2007-05-14,1745.02,1830.34,-85.32,769.03,767.24,1.79
2007-05-11,1667.83,2182.09,-514.26,925.82,485.77,440.05
2007-05-10,2001.36,1848.09,153.27,918.11,531.67,386.44
2007-05-09,1685.79,1985.81,-300.02,779.03,892.14,-113.11
2007-05-08,1628.57,1833.98,-205.41,964.75,1089.29,-124.54
2007-05-07,900.11,756.53,143.58,1645.69,1571.12,74.57
2007-05-04,1867.95,1999.27,-131.32,695.99,396.89,299.1
2007-05-03,2811.79,2742.09,69.7,769.99,583.59,186.4
2007-04-30,1330.45,1770.96,-440.51,884.86,684.21,200.65
2007-04-27,1628.9,2006.85,-377.95,793.2,617.23,175.97
2007-04-26,2816.25,2905.29,-89.04,1196.6,1374.63,-178.03
2007-04-25,3538.85,2757.6,781.25,1060.12,973.73,86.39
2007-04-24,3258.31,2917.92,340.39,1313.67,1129.38,184.29
2007-04-23,1877.48,2019.97,-142.49,771.77,514.05,257.72
2007-04-20,2434.23,1811.72,622.51,907.47,777.6,129.87
2007-04-19,1801.53,2030.66,-229.13,810.9,537.14,273.76
2007-04-18,2173.88,1708.56,465.32,887.82,868.38,19.44
2007-04-17,2450.75,2146.09,304.66,729.55,1039.74,-310.19
2007-04-16,2323.96,2016.21,307.75,781.77,763.98,17.79
2007-04-13,2662.56,2424.06,238.5,0,0,0
2007-04-12,1658.77,1832.35,-173.58,0,0,0
2007-04-11,2086.5,2156.46,-69.96,0,0,0
2007-04-10,2232.95,1883.3,349.65,0,0,0
2007-04-09,1423.75,930.39,493.36,0,0,0
2007-04-05,1632.16,1717.96,-85.8,0,0,0
2007-04-04,2126.12,2171.17,-45.05,0,0,0
2007-04-03,2179.39,2185.4,-6.01,0,0,0
2007-04-02,2010.8,2520.13,-509.33,0,0,0
