Date,fii_purchase,fii_sales,fii_net,DII Purchase,DII Sales,DII Net
2019-11-29,4769.15,6661.44,-1892.29,4407.04,3453.42,953.62
2019-11-28,5250.85,4241.96,1008.89,4132,4287.47,-155.47
2019-11-27,4526.38,4483.45,42.93,3999.3,3559.79,439.51
2019-11-26,39885.28,35207.53,4677.75,5501.94,9743.95,-4242.01
2019-11-25,5257.86,4296.96,960.9,3378.86,3592.52,-213.66
2019-11-22,5138.86,4833.14,305.72,2838.11,3015.48,-177.37
2019-11-21,10556.67,5533.13,5023.54,3347.32,3595.06,-247.74
2019-11-20,5840.2,5273.68,566.52,4850.66,4667.25,183.41
2019-11-19,7785.13,8700.5,-915.37,4310.87,4048.52,262.35
2019-11-18,4375.8,4646.46,-270.66,3338.82,3029.37,309.45
2019-11-15,5113.19,6121.56,-1008.37,4339.31,3801.57,537.74
2019-11-14,5100.87,5662.92,-562.05,3863.52,3780.78,82.74
2019-11-13,7160.19,6575.27,584.92,3368.95,4258.98,-890.03
2019-11-11,4072.17,3407.97,664.2,2890.91,3135.97,-245.06
2019-11-08,6432.37,5500.17,932.2,3840.39,4424.87,-584.48
2019-11-07,6377.16,5450.56,926.6,3818.14,4453.73,-635.59
2019-11-06,5903.74,4892.25,1011.49,3561.07,4678.32,-1117.25
2019-11-05,5551.26,5078.09,473.17,3163.93,4757.64,-1593.71
2019-11-04,4625.98,4764.51,-138.53,3297.77,3798.01,-500.24
2019-11-01,6069.3,5535.93,533.37,3979.06,4115.56,-136.5
2019-10-31,9004.58,7133.71,1870.87,4886.64,5537.37,-650.73
2019-10-30,12523.06,5330.64,7192.42,4164.15,4350.02,-185.87
2019-10-29,8011.44,7134.8,876.64,4972.25,4827.5,144.75
2019-10-27,31.73,25.12,6.61,60.91,6.52,54.39
2019-10-25,5370.33,5805.75,-435.42,4351.14,3910.98,440.16
2019-10-24,5885.49,5958.36,-72.87,3837.33,4576.08,-738.75
2019-10-23,5182.47,5395.7,-213.23,3961.03,4098.41,-137.38
2019-10-22,7878.6,8436.1,-557.5,5136.52,6121.99,-985.47
2019-10-18,5423.72,5387.16,36.56,5071.17,4484.29,586.88
2019-10-17,5659.99,4501.36,1158.63,3702.38,4214.14,-511.76
2019-10-16,5765.06,5078.73,686.33,5078.73,3473.28,1605.45
2019-10-15,6473.7,6037.68,436.02,4104.19,3174.8,929.39
2019-10-14,4916.46,4020.83,895.63,3562.06,3987.21,-425.15
2019-10-11,5721.61,4971.87,749.74,3607.44,4310.46,-703.02
2019-10-10,4763.46,5026.57,-263.11,4043.14,3540.47,502.67
2019-10-09,5513.36,5998.6,-485.24,3771.36,2815.1,956.26
2019-10-07,3023.15,3517.36,-494.21,4191.17,3286.35,904.82
2019-10-04,4862.69,5545.62,-682.93,3757.64,3151.36,606.28
2019-10-03,4762.86,5573.58,-810.72,3600.32,2737.78,862.54
2019-10-01,5462.42,6760.98,-1298.56,5177.01,3673.99,1503.02
2019-09-30,5662.31,6131.71,-469.4,5315,4810.31,504.69
2019-09-27,3941.44,4155.04,-213.6,3428.17,2969.49,458.68
2019-09-26,9934.75,9197.58,737.17,7486.66,7147.38,339.28
2019-09-25,6997.31,7339.71,-342.4,3888.78,4651.26,-762.48
2019-09-24,5340.81,6169.3,-828.49,5150.44,4677.63,472.81
2019-09-23,11057.79,8373.74,2684.05,10074.6,9782.65,291.95
2019-09-20,17032.28,16996.5,35.78,11174.91,8173.59,3001.32
2019-09-19,2510.71,3403.23,-892.52,3092.89,2447.17,645.72
2019-09-18,2814.12,3773.21,-959.09,2879.19,2098.74,780.45
2019-09-17,4271.41,5079.7,-808.29,3141.11,3055.35,85.76
2019-09-16,4067.62,4818.88,-751.26,2501.95,2193.39,308.56
2019-09-13,3141.44,3546.89,-405.45,2977.32,2767.76,209.56
2019-09-12,4524.38,3740.83,783.55,2786.99,2913.81,-126.82
2019-09-11,5406.02,5139.13,266.89,4444.73,3312.31,1132.42
2019-09-09,2828.35,3016.43,-188.08,3104.19,2417.72,686.47
2019-09-06,3317.21,4274.26,-957.05,3300.64,2093.44,1207.2
2019-09-05,3637.65,4198.82,-561.17,3029.92,2330.61,699.31
2019-09-04,3759.82,5498.31,-1738.49,3623.64,2319.06,1304.58
2019-09-03,3515.3,5531.5,-2016.2,3472.6,2221.25,1251.35
2019-08-30,7343.93,6180.98,1162.95,4580.74,3078.47,1502.27
2019-08-29,3870.93,4857.51,-986.58,5291.34,4802.11,489.23
2019-08-28,3761.05,4696.32,-935.27,3166.1,2806.78,359.32
2019-08-27,13433.32,14357.26,-923.94,5888.07,4725.42,1162.65
2019-08-26,4084.78,4837.68,-752.9,4729.02,3456.73,1272.29
2019-08-23,4365.18,6102.38,-1737.2,4150.62,2602.13,1548.49
2019-08-22,5345.72,6248.71,-902.99,4967.25,3248.18,1719.07
2019-08-21,3833.65,4604.46,-770.81,3475.42,3121.45,353.97
2019-08-20,5626.28,5253.05,373.23,2814.78,2518.37,296.41
2019-08-19,3227.61,3533.35,-305.74,2336.2,1949.97,386.23
2019-08-16,5789.77,7129.04,-1339.27,3201.58,2143.3,1058.28
2019-08-14,6859.68,5245.05,1614.63,4385.7,2765.88,1619.82
2019-08-13,5741.91,6380.19,-638.28,4796.22,4594.69,201.53
2019-08-09,4734.7,4530.97,203.73,4568.72,3961.8,606.92
2019-08-08,5428.61,5866,-437.39,4192.61,3901.32,291.29
2019-08-07,5240.25,5623.91,-383.66,3990.96,3459.4,531.56
2019-08-06,5109.85,7217.78,-2107.93,5481.75,3192.7,2289.05
2019-08-05,4778.51,6795.24,-2016.73,4950.94,3079.67,1871.27
2019-08-02,4792.82,7680.88,-2888.06,5646.16,2833.5,2812.66
2019-08-01,5161.29,6217.84,-1056.55,4591.19,4029.91,561.28
2019-07-31,5935.22,7432.29,-1497.07,6486.11,4006.73,2479.38
2019-07-30,4523.09,5167.68,-644.59,5423.73,4344.01,1079.72
2019-07-29,3439.74,4144.16,-704.42,4643.99,3292.35,1351.64
2019-07-26,3275.78,4779.04,-1503.26,3845.28,1927.76,1917.52
2019-07-25,6135.47,6262.12,-126.65,5579.11,5180.58,398.53
2019-07-24,4130.62,5524.33,-1393.71,5419,3278.74,2140.26
2019-07-23,4226.12,6834.09,-2607.97,5611.42,2986.32,2625.1
2019-07-22,3415.71,5332.62,-1916.91,4665.5,2835.6,1829.9
2019-07-19,4791.13,5741.28,-950.15,3906.06,3172.14,733.92
2019-07-18,4104.11,5508.97,-1404.86,3546.87,3217.82,329.05
2019-07-17,3813.78,3830.75,-16.97,3102.24,2893.36,208.88
2019-07-16,3709.45,4154.44,-444.99,3520.83,2883.12,637.71
2019-07-15,3606.61,3823.05,-216.44,3171.74,2580.02,591.72
2019-07-12,4810.46,5660.57,-850.11,4066.91,3126.79,940.12
2019-07-11,3177.83,3494.69,-316.86,3593.95,2874.21,719.74
2019-07-10,3853.73,4458.67,-604.94,3499.57,2832.17,667.4
2019-07-09,4334.19,5008.45,-674.26,4545.33,3834.42,710.91
2019-07-08,3625.47,4027.46,-401.99,4054.9,3733.77,321.13
2019-07-05,3628.39,3717.77,-89.38,4178.9,3903.27,275.63
2019-07-04,3037.7,3066.65,-28.95,2811.26,2752.67,58.59
2019-07-03,3330.86,3721.04,-390.18,2777.45,2489.88,287.57
2019-07-02,4093.74,4605.74,-512,1871.9,1730.81,141.09
2019-07-01,3247.54,2821.01,426.53,2328.04,2379.03,-50.99
2019-06-28,5175.39,5689.3,-513.91,3052.36,2869.96,182.4
2019-06-27,6970.7,6971.41,-0.71,6974.82,6778.25,196.57
2019-06-26,4267.33,4161.07,106.26,3267.69,3319.16,-51.47
2019-06-25,4896.25,3738.38,1157.87,3154.5,2777.28,377.22
2019-06-24,3385.39,3178.06,207.33,3141.51,2157.08,984.43
2019-06-21,11105.04,11835.62,-730.58,3327.06,2881.31,445.75
2019-06-20,4463.92,4902.33,-438.41,3455.56,2214.33,1241.23
2019-06-19,4603.56,4700.61,-97.05,2770.2,2875.11,-104.91
2019-06-18,4653.19,4621.46,31.73,2855.89,2674.86,181.03
2019-06-17,4718.81,5050.08,-331.27,4073.89,2816.03,1257.86
2019-06-14,5163.62,5402.26,-238.64,2169.48,1793.01,376.47
2019-06-13,5023.52,4851.17,172.35,2241.17,2686.04,-444.87
2019-06-12,3545.92,4596.35,-1050.43,2216.85,1945.7,271.15
2019-06-11,4317.71,4221.92,95.79,2224.14,2375.15,-151.01
2019-06-10,3738.65,3522.45,216.2,2245.43,2074.81,170.62
2019-06-07,3031.66,3510.5,-478.84,2489.85,2310.06,179.79
2019-06-06,6977.43,8426.42,-1448.99,4050.97,4701.81,-650.84
2019-06-04,4921.33,5337.41,-416.08,2338.9,2694.32,-355.42
2019-06-03,7752.61,4683.73,3068.88,2587.64,3050.33,-462.69
2019-05-31,9474.09,8797.94,676.15,3815.19,3421.1,394.09
2019-05-30,7162.17,5497.43,1664.74,4145.83,5268.43,-1122.6
2019-05-29,4520.66,4824.93,-304.27,2907.56,3097.14,-189.58
2019-05-28,18471.16,18972.27,-501.11,4088.07,3818.85,269.22
2019-05-27,4732.4,3517.04,1215.36,3740.3,4068.16,-327.86
2019-05-24,8059.76,6033.43,2026.33,3839.67,4035.02,-195.35
2019-05-23,8339.24,6987.04,1352.2,6775.56,7369.1,-593.54
2019-05-22,4685.54,5650.56,-965.02,3579.28,3737.03,-157.75
2019-05-21,6587.6,5402.16,1185.44,3332.26,4422.58,-1090.32
2019-05-20,7610.68,5876.23,1734.45,5129.52,5672.23,-542.71
2019-05-17,4296.73,5354.55,-1057.82,4699.59,2889.83,1809.76
2019-05-16,3526.95,4480.18,-953.23,3504.19,2556.19,948
2019-05-15,4275.63,5418.07,-1142.44,3675.01,3003.24,671.77
2019-05-14,4696.49,6708.34,-2011.85,5086.56,2843.65,2242.91
2019-05-13,2972.22,4028.23,-1056.01,3847.54,2789.63,1057.91
2019-05-10,3449.3,4694.44,-1245.14,3812.31,2754.89,1057.42
2019-05-09,5088.03,5743.39,-655.36,3159.88,2481.97,677.91
2019-05-08,5012,5713.07,-701.07,3411.5,3178.55,232.95
2019-05-07,4854.6,5499.68,-645.08,3113.36,2294.52,818.84
2019-05-06,3859.48,4808.46,-948.98,3361.38,3271.49,89.89
2019-05-03,4034.84,4435.52,-400.68,3476.54,3419.47,57.07
2019-05-02,5759.4,5161.86,597.54,2784.07,3575.76,-791.69
2019-04-30,8263.78,8149.19,114.59,4241.3,3511.28,730.02
2019-04-26,4344.39,4415.12,-70.73,4080.51,3159.63,920.88
2019-04-25,10239.36,6453.63,3785.73,4542.14,8612.12,-4069.98
2019-04-24,5235.16,4260.28,974.88,3181.77,3838.83,-657.06
2019-04-23,3508.9,3746.37,-237.47,2933.64,2735.29,198.35
2019-04-22,2606.37,2533.29,73.08,2796.39,2864.55,-68.16
2019-04-18,7699.74,6661.28,1038.46,2996.35,3333.94,-337.59
2019-04-16,5284.33,4245.75,1038.58,4563.75,4526.53,37.22
2019-04-15,3913.47,3200.25,713.22,3938.03,3356.67,581.36
2019-04-12,3985.73,3088.28,897.45,3157.49,3173.48,-15.99
2019-04-11,4679.16,4202.65,476.51,2879.46,2896.04,-16.58
2019-04-10,6433.94,5004.02,1429.92,3174.13,2712.84,461.29
2019-04-09,4784.29,3571.94,1212.35,2700.06,3388.71,-688.65
2019-04-08,5062.17,4732.57,329.6,2452.9,3076.71,-623.81
2019-04-05,4279.32,3481.42,797.9,3131.21,3456.79,-325.58
2019-04-04,5570.03,5796.22,-226.19,5014.05,3807.89,1206.16
2019-04-03,5387.33,6427.81,-1040.48,3538.02,3618.85,-80.83
2019-04-02,5509.67,4966.31,543.36,3319.76,3757.46,-437.7
2019-04-01,5775.37,4876.58,898.79,3653.65,4686.46,-1032.81
2019-03-29,9044.62,9130.83,-86.21,7108.38,5383.99,1724.39
2019-03-28,10169.95,6575.44,3594.51,7066.2,9146.42,-2080.22
2019-03-27,6961.1,5479.99,1481.11,3987.85,3852.93,134.92
2019-03-26,4916.71,3917.69,999.02,3766.08,3962.78,-196.7
2019-03-25,6510.26,6359.86,150.4,3207.21,3219.73,-12.52
2019-03-22,8149.94,6775.37,1374.57,4456.26,5131.63,-675.37
2019-03-20,7252.39,5480.78,1771.61,3319.03,4642.2,-1323.17
2019-03-19,6162.01,4029.65,2132.36,2957.25,4210.92,-1253.67
2019-03-18,5570.03,3747.04,1822.99,2988.52,4257.43,-1268.91
2019-03-15,16119.53,11796.04,4323.49,4013.27,6143.63,-2130.36
2019-03-14,5645.98,4162.99,1482.99,2805.84,3623.61,-817.77
2019-03-13,8602.7,5880.42,2722.28,3332.87,4841.01,-1508.14
2019-03-12,8613.9,6136.18,2477.72,4184.73,5175.21,-990.48
2019-03-11,8163.17,4352.57,3810.6,3317.7,5273.25,-1955.55
2019-03-08,5038.53,3943.47,1095.06,2944.86,3415.56,-470.7
2019-03-07,5349.39,4211.54,1137.85,3111.73,4037.19,-925.46
2019-03-06,6369,5238.22,1130.78,3503.63,4382.08,-878.45
2019-03-05,5496.12,4744.2,751.92,4916.21,4335.35,580.86
2019-03-01,9442.25,9243.87,198.38,3650.67,3533.62,117.05
2019-02-28,12892.93,9682.33,3210.6,5374.99,10615.61,-5240.62
2019-02-27,5053.89,4630.85,423.04,3795.57,3728.76,66.81
2019-02-26,6529.61,4855.44,1674.17,3525.23,4245.5,-720.27
2019-02-25,7076.26,4941.91,2134.35,3363.37,5109.77,-1746.4
2019-02-22,10437.99,4126.98,6311.01,3717.9,2879.02,838.88
2019-02-21,4872.17,4816.69,55.48,2465.24,2263.14,202.1
2019-02-20,4701.54,3988.07,713.47,2561.58,2448.31,113.27
2019-02-19,3435.8,4249.56,-813.76,2901.97,1738.12,1163.85
2019-02-18,6304,7543.79,-1239.79,4278.77,1942.03,2336.74
2019-02-15,4947.3,5913.73,-966.43,4220.15,3366.9,853.25
2019-02-14,5405.02,5655.25,-250.23,3416.14,2190.9,1225.24
2019-02-13,4536.03,5212.66,-676.63,3092.68,2379.58,713.1
2019-02-12,4020.15,4486.93,-466.78,2441.11,2563.75,-122.64
2019-02-11,3981.86,4106.91,-125.05,3027.08,3259.63,-232.55
2019-02-08,4434.51,3590.78,843.73,2865.18,3825.22,-960.04
2019-02-07,3330.61,2912.6,418.01,3019.57,2725.46,294.11
2019-02-06,4040.48,3345.51,694.97,3509.34,2984.08,525.26
2019-02-05,3061.63,2640.98,420.65,2947.18,2752.87,194.31
2019-02-04,3729.46,3841.59,-112.13,2644.42,2709.64,-65.22
2019-02-01,7118.42,5802.53,1315.89,4024.98,4030.05,-5.07
2019-01-31,10962.01,7955.6,3006.41,5751.35,7385.67,-1634.32
2019-01-30,6581.86,6451.61,130.25,4715.38,4213.12,502.26
2019-01-29,5958.38,6312.74,-354.36,3740.77,3659.5,81.27
2019-01-28,6678.52,6455.08,223.44,3717.26,3624.94,92.32
2019-01-25,5042.36,4353.08,689.28,3118.67,3266.02,-147.35
2019-01-24,4121.29,4215.74,-94.45,2812.58,2422.62,389.96
2019-01-23,3787.89,4563.71,-775.82,3222.18,2638.41,583.77
2019-01-22,5308.21,5386.74,-78.53,3342.42,3426.57,-84.15
2019-01-21,3646.69,3946.48,-299.79,3316.66,2795.86,520.8
2019-01-18,3458.07,3582.98,-124.91,3281.77,3282.74,-0.97
2019-01-17,4295.51,3453.38,842.13,2510.11,3237.57,-727.46
2019-01-16,3864.31,3954.41,-90.1,3034.98,2730.71,304.27
2019-01-15,4248.73,4089.13,159.6,3712.9,3295.46,417.44
2019-01-14,3222.69,3955.15,-732.46,3297.15,2769.66,527.49
2019-01-11,3195.08,3882.28,-687.2,3810.21,3687.04,123.17
2019-01-10,4018.48,4363.06,-344.58,3390.9,3379.92,10.98
2019-01-09,4410.43,4134.29,276.14,3658.89,3219.22,439.67
2019-01-08,3437.43,3991.21,-553.78,3343.63,2645.46,698.17
2019-01-07,4252.17,3515.99,736.18,2492.8,2634.77,-141.97
2019-01-04,3130.6,3288.32,-157.72,2843.61,2603.01,240.6
2019-01-03,3941.51,4914.32,-972.81,2835.58,2801.06,34.52
2019-01-02,2573.57,3194.63,-621.06,3075.06,3301.24,-226.18
2019-01-01,1665.45,1713.64,-48.19,1591.3,1448.72,142.58
2018-12-31,1614.9,1941.77,-326.87,2300.55,1978.57,321.98
2018-12-28,2531.77,2651.37,-119.6,3190.57,1991.17,1199.4
2018-12-27,5535.79,3803.88,1731.91,5731.12,6394.12,-663
2018-12-26,1789.74,1709.46,80.28,2872.45,3010.08,-137.63
2018-12-24,1732.56,2309.66,-577.1,2076.76,1890.62,186.14
2018-12-21,6527.14,6393,134.14,3984.76,4473.31,-488.55
2018-12-20,3955.48,4341.92,-386.44,2905.17,2817.21,87.96
2018-12-19,5900.74,4691.53,1209.21,3730.98,4212.44,-481.46
2018-12-18,4353.14,4208.38,144.76,2618.05,2800.65,-182.6
2018-12-17,3220.76,3281.71,-60.95,2421.03,2497.87,-76.84
2018-12-14,3722.25,2860.31,861.94,2778.14,3080.66,-302.52
2018-12-13,4932.99,4257.85,675.14,3131.57,3183.43,-51.86
2018-12-12,4177.05,5476.48,-1299.43,4215.09,3093.8,1121.29
2018-12-11,3763.76,6184.82,-2421.06,5183.28,2927.6,2255.68
2018-12-10,4041.44,3925.22,116.22,3585.42,3731.22,-145.8
2018-12-07,3651.38,4468.78,-817.4,3045.72,2803.16,242.56
2018-12-06,5529.92,5457.45,72.47,2893.21,3282.99,-389.78
2018-12-05,5062.16,5419.98,-357.82,2303.99,3095.58,-791.59
2018-12-04,5228.96,5284.85,-55.89,2215.19,2736.57,-521.38
2018-12-03,5273.53,4980.41,293.12,3487.98,4294.43,-806.45
2018-11-30,12172.1,12504.72,-332.62,5015.36,3525.71,1489.65
2018-11-29,8878.36,8054.89,823.47,7649.48,6676.17,973.31
2018-11-28,6286.63,5325.37,961.26,3692.76,4023.05,-330.29
2018-11-27,5654.3,4842.78,811.52,3370.14,3338.93,31.21
2018-11-26,4756.12,4693.38,62.74,4276.96,3925.18,351.78
2018-11-22,3402.36,2956.12,446.24,2294.96,2245.28,49.68
2018-11-21,3237.55,4889.59,-1652.04,3682.97,3076.24,606.73
2018-11-20,3278.92,4032.09,-753.17,2790.96,2835.02,-44.06
2018-11-19,4750.06,3646.7,1103.36,2894.59,3204.85,-310.26
2018-11-16,5637.94,4793.12,844.82,3866.07,4238.31,-372.24
2018-11-15,6077.91,4034.85,2043.06,3284.61,3449.92,-165.31
2018-11-14,5516.81,5239.43,277.38,4795.18,5067.42,-272.24
2018-11-13,3408.13,3903.08,-494.95,2681.5,2345.72,335.78
2018-11-12,4499.38,3667.23,832.15,2054.48,3128.32,-1073.84
2018-11-09,6394.98,5780.84,614.14,3039.8,3377.08,-337.28
2018-11-07,66.4,35.38,31.02,30.96,3.85,27.11
2018-11-06,3753.54,4253.25,-499.71,2749.81,2631.12,118.69
2018-11-05,4458.1,4445.76,12.34,2188,2809.94,-621.94
2018-11-02,9069.85,9266.75,-196.9,5168.37,4315.38,852.99
2018-10-31,8828.39,9022.04,-193.65,5177.01,4052.09,1124.92
2018-10-30,3974.81,5566.83,-1592.02,3794.23,2431.19,1363.04
2018-10-29,4411.77,6642.56,-2230.79,5452.14,2925.24,2526.9
2018-10-26,4230.71,5587.37,-1356.66,4220.65,2344.76,1875.89
2018-10-25,6666.82,8162.53,-1495.71,7810.65,7471.05,339.6
2018-10-24,4544.54,6591.08,-2046.54,5330.32,3456.81,1873.51
2018-10-23,4996.8,5337.15,-340.35,4907.48,4791.07,116.41
2018-10-22,4827.11,5339.02,-511.91,3775.75,3472.54,303.21
2018-10-19,6916.01,7534.27,-618.26,4225.6,4227.74,-2.14
2018-10-17,4680.64,4540.62,140.02,3547.7,3890.81,-343.11
2018-10-16,3941.17,5106.8,-1165.63,3781.17,2721.73,1059.44
2018-10-15,3913.95,3846.09,67.86,2477.8,2183.02,294.78
2018-10-12,4735.26,6057.39,-1322.13,4564.8,3277.51,1287.29
2018-10-11,4936.43,7805.84,-2869.41,5168.47,3280.29,1888.18
2018-10-10,5976.88,7072.93,-1096.05,5347.23,3454.29,1892.94
2018-10-09,4610.61,5853.07,-1242.46,3956.84,2430.84,1526
2018-10-08,5414.14,7219.21,-1805.07,5153.58,3179.61,1973.97
2018-10-05,4867.87,8238.01,-3370.14,6434.73,4532.66,1902.07
2018-10-04,5387.49,8148.12,-2760.63,6132.11,4308.52,1823.59
2018-10-03,7488.54,9038.58,-1550.04,4785.31,3382.84,1402.47
2018-10-01,5687.74,7529.37,-1841.63,4948.82,3143.88,1804.94
2018-09-28,7354.62,9054.56,-1699.94,8022.84,4766.5,3256.34
2018-09-27,8870.72,8318.28,552.44,6559.62,6746.31,-186.69
2018-09-26,5867.51,6677.46,-809.95,4982.95,3427.51,1555.44
2018-09-25,6043.84,7275.54,-1231.7,6271.86,3987.6,2284.26
2018-09-24,7589.48,8113.42,-523.94,5471,3943.33,1527.67
2018-09-21,15442.5,14681.8,760.7,6336.08,5839.05,497.03
2018-09-19,4265.45,6450,-2184.55,3962.55,2761.25,1201.3
2018-09-18,4704.44,5848.17,-1143.73,3191.29,2926.63,264.66
2018-09-17,4005.96,4112.5,-106.54,2441.9,2622.26,-180.36
2018-09-14,7369.36,6278.8,1090.56,3084.35,2969.21,115.14
2018-09-12,4219.56,5305.95,-1086.39,3379.78,2838.34,541.44
2018-09-11,8015.47,9469.83,-1454.36,4006.24,3256.62,749.62
2018-09-10,5433.65,6275.33,-841.68,3521.5,3811.16,-289.66
2018-09-07,4816.7,4779.14,37.56,4623.47,3681.02,942.45
2018-09-06,5663.96,6118.96,-455,3428.89,2816.91,611.98
2018-09-05,5548.58,5932.25,-383.67,5098.55,4921.6,176.95
2018-09-04,4342.64,4310,32.64,4889.4,4910.81,-21.41
2018-09-03,4251.55,4272.68,-21.13,3716.84,4258.96,-542.12
2018-08-31,9332,9544.81,-212.81,4851.85,4679.93,171.92
2018-08-30,6910.26,5952.25,958.01,4704.33,6303,-1598.67
2018-08-29,3589.15,5005.02,-1415.87,4315.96,3201.6,1114.36
2018-08-28,4082.28,4243.33,-161.05,2962.38,3161.66,-199.28
2018-08-27,4097.72,3845.2,252.52,3953.87,2836.63,1117.24
2018-08-24,4570.75,4646.53,-75.78,3565.61,2660.86,904.75
2018-08-23,6368.32,5935.11,433.21,4224.04,4082.04,142
2018-08-21,5205.31,4951.06,254.25,3742.89,3545.02,197.87
2018-08-20,4067.29,4550.33,-483.04,3598.42,3005.2,593.22
2018-08-17,4769.07,4621.76,147.31,3014.84,2862.95,151.89
2018-08-16,6331.51,7156.59,-825.08,3957.73,3823.95,133.78
2018-08-14,3867.36,4246.2,-378.84,3497.1,3105.63,391.47
2018-08-13,3417.54,4389.4,-971.86,3472.28,3255.99,216.29
2018-08-10,5411.76,5922.42,-510.66,3424.59,2966.76,457.83
2018-08-09,3874.77,3504.09,370.68,3938.97,4024.36,-85.39
2018-08-08,3973.77,3405.14,568.63,3013.15,2982.9,30.25
2018-08-07,3668.23,3353.4,314.83,2720.97,3040.87,-319.9
2018-08-06,4120.33,3871.63,248.7,3312.86,3094.22,218.64
2018-08-03,4737.3,4743.17,-5.87,3291.99,3204.91,87.08
2018-08-02,4264.91,4904.78,-639.87,2617.19,2957.49,-340.3
2018-08-01,4514,4609.94,-95.94,3603.37,4165.7,-562.33
2018-07-31,5748.95,5176.74,572.21,4209.82,4500.69,-290.87
2018-07-30,4812.83,5046.87,-234.04,4320.87,4272.29,48.58
2018-07-27,4872.96,4134.91,738.05,3903.39,3497.27,406.12
2018-07-26,9455.99,7002.42,2453.57,4570.61,7286.65,-2716.04
2018-07-25,4087.48,5283.23,-1195.75,3366.56,3268.92,97.64
2018-07-24,5098.19,4993.85,104.34,4434.15,3920.37,513.78
2018-07-23,4410.52,4151.15,259.37,3559.53,3434.71,124.82
2018-07-20,4654.79,4344.52,310.27,2853.6,2904.33,-50.73
2018-07-19,3480.53,3796.22,-315.69,2950.25,2480.23,470.02
2018-07-18,4642.55,4546.87,95.68,3194.59,3083.58,111.01
2018-07-17,4113.54,4787.53,-673.99,3410.59,2570.53,840.06
2018-07-16,3821.19,4446.87,-625.68,3167.36,3237.66,-70.3
2018-07-13,4662.05,5766.7,-1104.65,4010.9,3138.9,872
2018-07-12,4057.47,4800.1,-742.63,3822.12,3455.72,366.4
2018-07-11,4962.89,4326.62,636.27,3728.65,3713.32,15.33
2018-07-10,5302.76,5323.49,-20.73,3496.61,3202.65,293.96
2018-07-09,4490.76,5060.67,-569.91,2847.67,2107.28,740.39
2018-07-06,4074.74,5042.92,-968.18,4003.43,2522.61,1480.82
2018-07-05,3870.59,4029.96,-159.37,3386.96,3683.93,-296.97
2018-07-04,3903.2,4187.78,-284.58,3036.89,2425.88,611.01
2018-07-03,2959.67,4002.98,-1043.31,2457.2,2178.36,278.84
2018-06-29,6538.99,6696.14,-157.15,4718.78,2455.95,2262.83
2018-06-28,7373.58,8325.09,-951.51,6089.15,5646.51,442.64
2018-06-27,5646.56,5579.12,67.44,3572.3,3487.99,84.31
2018-06-26,4820.6,5359,-538.4,3487.96,3249.91,238.05
2018-06-25,4150.72,3952.04,198.68,2867.35,2953.57,-86.22
2018-06-22,5105.25,6448.69,-1343.44,3955.86,2850.1,1105.76
2018-06-21,6385.35,5258.6,1126.75,3398.8,2735.23,663.57
2018-06-20,3898.97,6341.58,-2442.61,3487.82,2014.17,1473.65
2018-06-19,4416.11,5741.03,-1324.92,3327.68,2674,653.68
2018-06-18,3216.91,3971.34,-754.43,2970.15,2146.05,824.1
2018-06-15,9785.23,11309.97,-1524.74,4396.02,3835.01,561.01
2018-06-14,4320.09,5692.93,-1372.84,3132.59,2556.4,576.19
2018-06-13,4765.75,4836.52,-70.77,4093.19,3606.41,486.78
2018-06-12,4243.13,5412.01,-1168.88,4286.05,2958.6,1327.45
2018-06-11,4017.16,5173.93,-1156.77,4192.89,3130.07,1062.82
2018-06-08,4875.04,5097.54,-222.5,3464.66,3005.22,459.44
2018-06-07,3619.64,4145.04,-525.4,4110.87,2912.98,1197.89
2018-06-06,4024.34,4105.74,-81.4,3650.73,2938.42,712.31
2018-06-05,4739.58,4897.09,-157.51,3221.39,2747.06,474.33
2018-06-04,8939.86,6585.83,2354.03,3071.28,3783.69,-712.41
2018-06-01,4460.24,4663.04,-202.8,3434.78,3096.81,337.97
2018-05-31,23055.8,23071.11,-15.31,7178.57,7444.59,-266.02
2018-05-30,5273.96,6560.87,-1286.91,3518.65,3026.19,492.46
2018-05-29,3672.67,4080,-407.33,3559.45,2981.07,578.38
2018-05-28,3678.86,4473.92,-795.06,3958.98,2941.33,1017.65
2018-05-25,4614.27,5382.56,-768.29,3512.46,2624.7,887.76
2018-05-24,4376.04,5077.97,-701.93,4265.29,2784.78,1480.51
2018-05-23,4503.36,4814.47,-311.11,4248.94,3459.16,789.78
2018-05-22,3072.35,4723.98,-1651.63,4351.03,2854.2,1496.83
2018-05-21,4721.22,5217.25,-496.03,4411.58,3221.02,1190.56
2018-05-18,5602.98,5769.13,-166.15,3992.82,3843.24,149.58
2018-05-17,4825.32,5656.26,-830.94,3847.31,3418.39,428.92
2018-05-16,4914.44,5613.66,-699.22,3395.74,3166.68,229.06
2018-05-15,5308.14,5826.61,-518.47,5263.69,4732.36,531.33
2018-05-14,4734.72,4016.73,717.99,3667.73,2980.5,687.23
2018-05-11,3911.49,4236.93,-325.44,4486.98,3323.63,1163.35
2018-05-10,4751.89,5116.77,-364.88,3455.13,2554.44,900.69
2018-05-09,4044.41,4748.44,-704.03,3544.17,2879.25,664.92
2018-05-08,6013.34,6110.49,-97.15,4112.37,3189.12,923.25
2018-05-07,3841.79,4477.03,-635.24,3352.64,2315.41,1037.23
